direccion,latitud,longitud,distrito,tipo_contenedor
"KM 14, Av. Nestor Gambetta 5, Callao 07046, Peru",-11.951766343309218,-77.1274161448523,CALLAO,Aceite usado
"Prolongacion Centenario 600, Callao 07046, Peru",-12.02241483422124,-77.13849456577597,CALLAO,Superficial
"Miguel Grau, 383, Callao 07046, Peru",-12.014197564933925,-77.13442076847176,CALLAO,Aceite usado
"XVWG+VR Callao, Peru",-12.002861902691723,-77.12294254559893,CALLAO,Aceite usado
"Mz. D 22 Lote 13 Sector III - Bocanegra, Calle 2, Refer. Frente a la Cochera de Tottus, Callao 07041, Peru",-12.027529761994687,-77.0953406048549,CALLAO,Superficial
"2VCG+JQ3, Callao 07031, Peru",-11.978518974262409,-77.12296402699468,CALLAO,Reciclaje
"XVVF+6RC, Callao 07031, Peru",-12.00720613204635,-77.12484595804241,CALLAO,Superficial
"WVP3+W5M Periodista Park, Jr. Paz Soldán, Callao 07021, Peru",-12.063014363347545,-77.14717452403453,CALLAO,Reciclaje
"2VQH+M9M, Callao 07046, Peru",-11.960826188871646,-77.12123161815849,CALLAO,RAEE
"Pje. los Milagros 586, Callao 07001, Peru",-12.011573751955291,-77.09975379627146,CALLAO,Superficial
"XVHH+QV Callao, Peru",-12.020534770313915,-77.12033609127039,CALLAO,RAEE
"2VQF+CQG, Basilio Lopez, Callao 07046, Peru",-11.96188418194344,-77.12567762289048,CALLAO,Reciclaje
"XVJX+MWQ, Auxiliar Avenida Tomás Valle, Callao 07036, Peru",-12.018634822592338,-77.10009380387191,CALLAO,Reciclaje
"Prolongacion Centenario 600, Callao 07046, Peru",-12.016013524517358,-77.13623417450756,CALLAO,Soterrado
"Avenida Agustin Gamarra 87, Callao 07021, Peru",-12.052604365524925,-77.14134757841165,CALLAO,RAEE
"XVWG+PH Callao, Peru",-12.003189605767284,-77.12350232644982,CALLAO,Reciclaje
"XV6C+H3M, Callao 07021, Peru",-12.03844539638992,-77.12903669262023,CALLAO,Soterrado
"Av. Nestor Gambetta 1568, Callao 07046, Peru",-12.030900540468537,-77.12685756333975,CALLAO,Reciclaje
"XVMW+JH5, Callao 07036, Peru",-12.016233057512144,-77.10364934004755,CALLAO,Reciclaje
"XVXR+Q2J, C. las Lupunas, Callao 07031, Peru",-12.000421606742847,-77.10979020790339,CALLAO,Aceite usado
"Las Amapolas 118, Callao 07001, Peru",-12.05166338714377,-77.12047686460365,CALLAO,Reciclaje
"Ayacucho 1058, Callao 07021, Peru",-12.058336350463025,-77.13636689075047,CALLAO,RAEE
"MZ H LT 27 URB, Callao 07031, Peru",-11.995240898689657,-77.12353616730552,CALLAO,Aceite usado
"07001, Callao 07001, Peru",-12.050713545504854,-77.105121152901,CALLAO,Superficial
"XV77+W2J, Callao 07021, Peru",-12.035499399755883,-77.13783424383888,CALLAO,Reciclaje
"XVRM+82 Callao, Peru",-12.009144345398564,-77.11749801418404,CALLAO,Aceite usado
"XVM9+5GH, Callao 07046, Peru",-12.01703841617714,-77.1323967632488,CALLAO,Aceite usado
"XVGF+CV Callao, Peru",-12.023995030484834,-77.1253253038003,CALLAO,Soterrado
"Av. El Emisor 5, Callao 07046, Peru",-12.021392365460896,-77.13428572594503,CALLAO,Soterrado
"07041, Callao 07041, Peru",-12.03023206251872,-77.09562430874678,CALLAO,Aceite usado
"Av. de los Insurgentes 2119, Callao 07001, Peru",-12.0505648467586,-77.10642136533856,CALLAO,RAEE
"WVX4+Q3 Callao, Peru",-12.050589904666523,-77.14476213696086,CALLAO,RAEE
"Av. Federico Fernandini 322, Callao 07001, Peru",-12.048752937557913,-77.13059005384744,CALLAO,Aceite usado
"Huascar 371, Callao 07021, Peru",-12.048320197793949,-77.13740558097822,CALLAO,Superficial
"Av. Elmer Faucett 3040, Callao 07031, Peru",-12.0252853431846,-77.10381496106156,CALLAO,Superficial
"XVRH+C4 Callao, Peru",-12.00896038273158,-77.1222214317323,CALLAO,Aceite usado
"2V2W+6FM, Callao 07036, Peru",-11.999717623974536,-77.10381722181697,CALLAO,Reciclaje
"XVV9+X5 Callao, Peru",-12.005053798842004,-77.13203829367788,CALLAO,RAEE
"Jr. Zepita 423 - 413, Lima 07021, Peru",-12.058181173067346,-77.14144452835322,CALLAO,Soterrado
"Huascar 277, Callao 07021, Peru",-12.049777201072787,-77.13762969660625,CALLAO,Superficial
"XV7W+56 Callao, Peru",-12.037099194988016,-77.10447755613949,CALLAO,Aceite usado
"2V8J+672, Lima 07031, Peru",-11.98423864796804,-77.1191267260757,CALLAO,Superficial
"XV96+VRP, Callao 07046, Peru",-12.029071053550128,-77.13854654762045,CALLAO,Superficial
"XVFJ+4G Callao, Peru",-12.027242800930692,-77.11870304493127,CALLAO,Soterrado
"Óvalo 200 Millas, Callao 07046, Peru",-11.996278523616883,-77.12679100849643,CALLAO,Reciclaje
"Pje Arequipa 359, Callao 07031, Peru",-11.995693930875191,-77.11859893241507,CALLAO,Superficial
"XVGM+QR Callao, Peru",-12.023000617416365,-77.1153807043587,CALLAO,RAEE
"3W48+7F4, Los Olivos 15307, Peru",-11.944360032016313,-77.08368984475594,LOS OLIVOS,Soterrado
"Jr. Manuel Gonzales Prada 651, Los Olivos 15301, Peru",-11.994251226374146,-77.0685669266728,LOS OLIVOS,RAEE
"XWX9+PCC, Lima 15302, Peru",-12.00073972578542,-77.08173036299354,LOS OLIVOS,Reciclaje
"Rio Paucartambo 5324, Lima 15304, Peru",-11.97366397195434,-77.07088311933451,LOS OLIVOS,Reciclaje
"LT9 MZ Z1, Los Olivos 15302, Peru",-12.010189895983965,-77.07845317983497,LOS OLIVOS,RAEE
"Av. Universitaria 6287, Los Olivos 15306, Peru",-11.96220284283834,-77.07013605618228,LOS OLIVOS,Superficial
"3WFF+CR3, C. 3, Los Olivos 15307, Peru",-11.926249355081788,-77.07551418456471,LOS OLIVOS,Soterrado
"Fortin Caycho 14, Los Olivos 15302, Peru",-11.999311298726916,-77.06648272655471,LOS OLIVOS,Aceite usado
"Rio Paucartambo 5505, Lima 15304, Peru",-11.969983823295337,-77.07094597718651,LOS OLIVOS,Soterrado
"Hermes 30, Cercado de Lima 15306, Peru",-11.962613386446831,-77.08185985120953,LOS OLIVOS,Superficial
"Av. Naranjal 983 Urb, Los Olivos 15304, Peru",-11.978301830434946,-77.07452597124107,LOS OLIVOS,RAEE
"3W29+2VF, Av. Romulo Betancourt, Los Olivos 15307, Peru",-11.949964423203642,-77.0803608585015,LOS OLIVOS,Soterrado
"C. 39 33, Los Olivos 15306, Peru",-11.967213187651495,-77.07837224000042,LOS OLIVOS,Soterrado
"2WFG+VPJ, Lima 15304, Peru",-11.975205458996976,-77.07346071769382,LOS OLIVOS,Soterrado
"San Germán, Los Olivos 15302, Peru",-12.010798943235857,-77.07016768227207,LOS OLIVOS,Aceite usado
"3W6G+4GQ, Puntualidad, Los Olivos 15307, Peru",-11.939759449768454,-77.07364763282588,LOS OLIVOS,Aceite usado
"Av. Gerardo Unger 5119, Los Olivos 15311, Peru",-11.974952754804708,-77.06083379134374,LOS OLIVOS,Soterrado
"Jirón Cesar Vallejo 908, Lima 15301, Peru",-11.992027009579678,-77.0724264146227,LOS OLIVOS,RAEE
"26PV+9H Lurigancho-Chosica, Peru",-11.964052339787488,-76.75606079823535,LURIGANCHO,Superficial
"26R2+X4 Lurigancho-Chosica, Peru",-11.95754319567037,-76.79968003806512,LURIGANCHO,Superficial
"27Q3+HF Lurigancho-Chosica, Peru",-11.961007049527328,-76.74627196533235,LURIGANCHO,Aceite usado
"474W+JH Lurigancho-Chosica, Peru",-11.893418622300718,-76.70350237912724,LURIGANCHO,Reciclaje
"25J6+XQ Lurigancho-Chosica, Peru",-11.967509657597263,-76.83802475609806,LURIGANCHO,RAEE
"28V7+HM Lurigancho-Chosica, Peru",-11.95612282066735,-76.68579431333447,LURIGANCHO,Aceite usado
"X3HF+96W, Lurigancho-Chosica 15457, Peru",-12.02193652844646,-76.92612552257164,LURIGANCHO,Aceite usado
"X3XH+JXH, Lurigancho-Chosica 15461, Peru",-12.00086614613097,-76.92041499274451,LURIGANCHO,Superficial
"Calle D Mz. S Lote 26 Urb, Lurigancho-Chosica 15464, Peru",-11.97219610574456,-76.80067050444028,LURIGANCHO,Soterrado
"2587+43C, Lurigancho-Chosica 15464, Peru",-11.984558922608436,-76.8371642835786,LURIGANCHO,Superficial
"26R5+CRH, Lurigancho-Chosica 15464, Peru",-11.957988098011342,-76.79084319619274,LURIGANCHO,Aceite usado
"36HW+V2 Lurigancho-Chosica, Peru",-11.9203251649544,-76.75494165407386,LURIGANCHO,RAEE
"2397+G7Q Caseta de seguridad Asociación de Vivienda Integración Los Olivos, Lurigancho-Chosica 15461, Peru",-11.980830292134575,-76.93726051413034,LURIGANCHO,Soterrado
"37G7+57 Lurigancho-Chosica, Peru",-11.924613909823693,-76.73675745230939,LURIGANCHO,RAEE
"2432+F2, Lurigancho-Chosica 15461, Peru",-11.99651506882804,-76.90032409393449,LURIGANCHO,Reciclaje
"23FF+HFJ, Pachacamac, Lima 15461, Peru",-11.97548578460134,-76.92528659258817,LURIGANCHO,Soterrado
"28J3+QF Chaclacayo, Peru",-11.968099729549207,-76.69635196384941,LURIGANCHO,Reciclaje
"23R6+6Q Lurigancho-Chosica, Peru",-11.959431558082368,-76.93807293607117,LURIGANCHO,Superficial
"3WGJ+F99, Sta. Ana, Comas 15316, Peru",-11.924726498134198,-77.0689398206094,COMAS,Soterrado
"2XX9+QV Comas, Peru",-11.950571526464588,-77.03029209531458,COMAS,Superficial
"3X26+JW Comas, Peru",-11.948468614233697,-77.03773804381137,COMAS,RAEE
"Calle Jose Leon Pinelo 423, Comas 15312, Peru",-11.937002612168891,-77.05134118531355,COMAS,Reciclaje
"2XM2+PC Comas, Peru",-11.965726935213857,-77.0489642932246,COMAS,Soterrado
"Jr. San Judas Tadeo 219, Comas 15326, Peru",-11.920779060402175,-77.02674894248702,COMAS,RAEE
"San Cristobal 160, Comas 15326, Peru",-11.918731905301058,-77.02979507158166,COMAS,Superficial
"C. 44 279, Comas 15316, Peru",-11.911183834943008,-77.05564510799668,COMAS,Superficial
"3X28+33 Comas, Peru",-11.949767291760114,-77.0347735088407,COMAS,RAEE
"15326, Comas 15326, Peru",-11.926350020420616,-77.02495153997012,COMAS,RAEE
"Francisco Herrera 170, Comas 15314, Peru",-11.952419080015286,-77.0619753910257,COMAS,Superficial
"3WQQ+X38, Av. Chillón, Comas 15316, Peru",-11.910345806290923,-77.06184594163068,COMAS,Soterrado
"C. Paula Quiroz 424, Comas 15314, Peru",-11.93783183530281,-77.06451254103645,COMAS,Reciclaje
"Ca. Argentina 320, Lima 15311, Peru",-11.958605034538508,-77.05771460952062,COMAS,Aceite usado
"3XHW+35 Comas, Peru",-11.92231699499504,-77.00462469782333,COMAS,Superficial
"Calle 31 Mz S1 lote 19. Urb, El Alamo 15316, Comas 15316, Peru",-11.927588715654451,-77.0647281098915,COMAS,Superficial
"2XM4+X72, Comas 15328, Peru",-11.965541550211343,-77.0444697156601,COMAS,Superficial
"3WHX+8VX, Comas 15313, Peru",-11.921365108417785,-77.04933573953146,COMAS,Reciclaje
"3VMR+3H, Ventanilla 07046, Peru",-11.917623519750723,-77.10898243730492,VENTANILLA,Aceite usado
"4RJX+72 Ventanilla, Peru",-11.869294195667116,-77.152463014112,VENTANILLA,Reciclaje
"4VM6+4C5, Ventanilla 07061, Peru",-11.866612661007446,-77.13985592595246,VENTANILLA,Reciclaje
"3VJW+5M Ventanilla, Peru",-11.919550425821257,-77.10331807009533,VENTANILLA,Aceite usado
"4V5F+PXR, Ventanilla 07051, Peru",-11.891171839438936,-77.12442082506591,VENTANILLA,RAEE
"4VMM+J7G, C. F, Ventanilla 07051, Peru",-11.864965354275522,-77.11698137338706,VENTANILLA,Superficial
"3VGV+GX Ventanilla, Peru",-11.923735930054963,-77.10501835913135,VENTANILLA,RAEE
"4VCP+JM Ventanilla, Peru",-11.878439612286265,-77.11336306707646,VENTANILLA,Superficial
"4V9X+MXP, Ventanilla 07051, Peru",-11.88103396497762,-77.10078567579598,VENTANILLA,Reciclaje
"Av. Alfonso Ugarte 120, Ventanilla 07076, Peru",-11.836509133838002,-77.12248216303361,VENTANILLA,RAEE
"5V47+5HX, Av. Los Proyectistas, Ventanilla 07066, Peru",-11.844622093156504,-77.13657290122133,VENTANILLA,RAEE
"3VJ7+J9 Ventanilla, Peru",-11.91841605604493,-77.1365628217565,VENTANILLA,RAEE
"4W25+J6 Ventanilla, Peru",-11.89847396259345,-77.09196014790531,VENTANILLA,Aceite usado
"4V6X+P6 Ventanilla, Peru",-11.888136506828008,-77.10196569956783,VENTANILLA,RAEE
"Mz C Lt 11 IV Sector Balneario, Ventanilla 07066, Peru",-11.851663926615204,-77.14053932556806,VENTANILLA,RAEE
"ventanilla AA HH Jaime Yoshiyama Mz I lote 3, Ventanilla 07071, Peru",-11.83268515772681,-77.1596895586721,VENTANILLA,Soterrado
"3VG5+WR Ventanilla, Peru",-11.922657571959494,-77.14043717776954,VENTANILLA,Reciclaje
"3VMG+H5 Ventanilla, Peru",-11.916050330991704,-77.1245084251966,VENTANILLA,Superficial
"5RHF+46 Santa Rosa, Peru",-11.822154974075264,-77.17693674854802,SANTA ROSA,Superficial
"W15, Santa Rosa 15123, Peru",-11.815783682313157,-77.16441851083161,SANTA ROSA,Reciclaje
"6R7Q+P65, Santa Rosa 15123, Peru",-11.78595072150112,-77.16184814636672,SANTA ROSA,Superficial
"6R4R+MMC, Acceso a Sta. Rosa, Santa Rosa 15123, Peru",-11.793584475011,-77.15816004723183,SANTA ROSA,Superficial
"5RWH+G4R, Santa Rosa 15123, Peru",-11.80367680551134,-77.17210732368123,SANTA ROSA,RAEE
"5RWJ+CC6, Santa Rosa 15123, Peru",-11.804237083685685,-77.1689263431764,SANTA ROSA,Soterrado
"5VV3+26 Santa Rosa, Peru",-11.807462806938627,-77.14695145331416,SANTA ROSA,Aceite usado
"Los Claveles 210, Santa Rosa 15123, Peru",-11.805395865533022,-77.16342427433916,SANTA ROSA,Reciclaje
"6R7G+HC Santa Rosa, Peru",-11.786069281447006,-77.17398522510115,SANTA ROSA,Soterrado
"6R2Q+6C Santa Rosa, Peru",-11.799480623043054,-77.16147674945827,SANTA ROSA,Soterrado
"6R6Q+55 Santa Rosa, Peru",-11.789550005285363,-77.16212203473349,SANTA ROSA,Superficial
"5RVJ+GC Santa Rosa, Peru",-11.806164106332366,-77.16894147426825,SANTA ROSA,Aceite usado
"6R6P+86Q, Jaén 15123, Peru",-11.789879261957893,-77.16412249452695,SANTA ROSA,Aceite usado
"5RMR+JP Santa Rosa, Peru",-11.815878704140207,-77.15822076507112,SANTA ROSA,Superficial
"5VM2+W2, Santa Rosa 15123, Peru",-11.815116557316776,-77.15087657080002,SANTA ROSA,Reciclaje
"6R89+CW Ancón, Peru",-11.78397974086818,-77.18016397620356,SANTA ROSA,Soterrado
"6R7J+2H, Santa Rosa 15123, Peru",-11.78741676834824,-77.1678250429368,SANTA ROSA,Reciclaje
"5RRV+RM, Santa Rosa 15123, Peru",-11.808110775198044,-77.15549664729903,SANTA ROSA,Superficial
"4W68+J2 Puente Piedra, Peru",-11.888376249664294,-77.08493937185636,PUENTE PIEDRA,Aceite usado
"3WVG+MQ, Puente Piedra 15117, Peru",-11.904581961439842,-77.07337282738946,PUENTE PIEDRA,Reciclaje
"4VWX+96 Puente Piedra, Peru",-11.854047927622736,-77.10190316444704,PUENTE PIEDRA,Superficial
"Cam. Real 1677, Puente Piedra 15118, Peru",-11.865048274421442,-77.09137859128307,PUENTE PIEDRA,Soterrado
"4W3H+998, Puente Piedra 15117, Peru",-11.896387663198164,-77.07164928653233,PUENTE PIEDRA,RAEE
"4WRG+5Q5, Pasaje 2, Puente Piedra 15121, Peru",-11.859552179559651,-77.07322066312197,PUENTE PIEDRA,Reciclaje
"5WJ4+39Q, Puente Piedra 15122, Peru",-11.81942973323292,-77.09427783498451,PUENTE PIEDRA,RAEE
"4WM7+WXW, Av. las Palmeras, Puente Piedra 15118, Peru",-11.864963970916914,-77.08484224637499,PUENTE PIEDRA,RAEE
"5W34+272, Puente Piedra 15121, Peru",-11.846920772769934,-77.09374653706698,PUENTE PIEDRA,Soterrado
"3WC5+4PM, Puente Piedra 15116, Peru",-11.929578485561557,-77.09040952125996,PUENTE PIEDRA,Reciclaje
"Talleres ecologicos, Puente Piedra 15117, Peru",-11.874023468061068,-77.09184085032499,PUENTE PIEDRA,Soterrado
"Calle Valle Verde Mz B, Puente Piedra 15122, Peru",-11.814980688225422,-77.09506321504816,PUENTE PIEDRA,Reciclaje
"5W67+FCP, Puente Piedra 15122, Peru",-11.839399502033412,-77.08623754001279,PUENTE PIEDRA,Aceite usado
"4WMF+CMW, C. San José 160, Puente Piedra 15118, Peru",-11.866363110111102,-77.07572195279873,PUENTE PIEDRA,Reciclaje
"Marbella 101, Puente Piedra 15118, Peru",-11.84336094427752,-77.10571644070393,PUENTE PIEDRA,Aceite usado
"3WF3+H6 Ensenada Do Janeiro, Puente Piedra 15116, Peru",-11.925889436154511,-77.09610572047177,PUENTE PIEDRA,Reciclaje
"01, Puente Piedra 15118, Peru",-11.865434494464749,-77.08801027362004,PUENTE PIEDRA,Soterrado
"4W2H+HR5, Cerezos, Puente Piedra 15117, Peru",-11.897948825294108,-77.06986211998272,PUENTE PIEDRA,Soterrado
"Jr. Jose Olaya 104, Carmen de La Legua - Reynoso 07006, Peru",-12.03795115726552,-77.0865805021353,CARMEN DE LA LEGUA REYNOSO,Superficial
"Jirón Pilar Lara 485, Carmen de La Legua - Reynoso 07006, Peru",-12.043142937404076,-77.08343799427008,CARMEN DE LA LEGUA REYNOSO,Aceite usado
"XW34+WP5, Av. Argentina 4793, Carmen de La Legua - Reynoso 07006, Peru",-12.045089704071442,-77.09377651948245,CARMEN DE LA LEGUA REYNOSO,Aceite usado
"Cooperativa de servicios especiales Reynoso, Carmen de La Legua - Reynoso 07006, Peru",-12.043783005298778,-77.09205783325066,CARMEN DE LA LEGUA REYNOSO,Aceite usado
"Jirón Ayacucho 260, Carmen de La Legua - Reynoso 07006, Peru",-12.0445554105632,-77.08423909884914,CARMEN DE LA LEGUA REYNOSO,RAEE
"XW34+62P Planta Copsa, Av. Argentina, Carmen de la Legua-Reynoso 07006, Peru",-12.04744951412756,-77.0955292597383,CARMEN DE LA LEGUA REYNOSO,Reciclaje
"Jr. Loreto 390, Carmen de La Legua - Reynoso 07006, Peru",-12.042138738199046,-77.08477554545966,CARMEN DE LA LEGUA REYNOSO,Superficial
"Cooperativa de servicios especiales Reynoso, Carmen de La Legua - Reynoso 07006, Peru",-12.043517003039522,-77.09189548457802,CARMEN DE LA LEGUA REYNOSO,Soterrado
"Av. Argentina 6240, Lima 07006, Peru",-12.046898798402216,-77.08317210319387,CARMEN DE LA LEGUA REYNOSO,Superficial
"Av. Elmer Faucett Cdra. 6, Carmen de La Legua - Reynoso 07006, Peru",-12.04475872378679,-77.0985293951733,CARMEN DE LA LEGUA REYNOSO,Reciclaje
"XW34+62P Planta Copsa, Av. Argentina, Carmen de la Legua-Reynoso 07006, Peru",-12.046215108473357,-77.093834252325,CARMEN DE LA LEGUA REYNOSO,Soterrado
"Av. Argentina 5541, Lima 07006, Peru",-12.047276982782137,-77.08998530537006,CARMEN DE LA LEGUA REYNOSO,RAEE
"Jr. Daniel A. Carrión 420, Carmen de La Legua - Reynoso 07006, Peru",-12.039940700299374,-77.08779497866638,CARMEN DE LA LEGUA REYNOSO,Reciclaje
"Mexico 235, Carmen de La Legua - Reynoso 07006, Peru",-12.042862855214654,-77.08333581116217,CARMEN DE LA LEGUA REYNOSO,RAEE
"Belaunde 565, Carmen de La Legua - Reynoso 07006, Peru",-12.040967315896674,-77.08944285444524,CARMEN DE LA LEGUA REYNOSO,Reciclaje
"Av. Argentina 6264, Callao 07006, Peru",-12.04694464059151,-77.08310248979156,CARMEN DE LA LEGUA REYNOSO,Reciclaje
"Jr. 27 de Agosto 398, Carmen de La Legua - Reynoso 07006, Peru",-12.039083388311102,-77.08364021735592,CARMEN DE LA LEGUA REYNOSO,Soterrado
"XW34+WP5, Av. Argentina 4793, Carmen de La Legua - Reynoso 07006, Peru",-12.045194055457666,-77.09301152939268,CARMEN DE LA LEGUA REYNOSO,Reciclaje
"X67R+PG Cieneguilla, Peru",-12.035690433941094,-76.7587249219871,CIENEGUILLA,Soterrado
"X73X+7R Cieneguilla, Peru",-12.046804973967795,-76.70042097034847,CIENEGUILLA,Superficial
"X643+WQ Cieneguilla, Peru",-12.042708195888688,-76.79553622107267,CIENEGUILLA,Aceite usado
"X69V+46 Cieneguilla, Peru",-12.032176053622486,-76.75689366743333,CIENEGUILLA,RAEE
"W7G2+XH Cieneguilla, Peru",-12.07257440467006,-76.74854565459435,CIENEGUILLA,Soterrado
"W6HP+8M8, Cieneguilla 15593, Peru",-12.071933524280878,-76.76363868019064,CIENEGUILLA,Reciclaje
"X63V+8F Cieneguilla, Peru",-12.04673767396258,-76.75637017297436,CIENEGUILLA,Aceite usado
"W6F5+XQ Cieneguilla, Peru",-12.075086694766846,-76.79061752793999,CIENEGUILLA,Soterrado
"X64P+3W Cieneguilla, Peru",-12.04476800173895,-76.76271285720287,CIENEGUILLA,Aceite usado
"W54H+G4 Cieneguilla, Peru",-12.093699413931686,-76.82214325484028,CIENEGUILLA,Aceite usado
"W69M+H5Q, Huaycan, Cieneguilla 15593, Peru",-12.08109042215302,-76.76725849569027,CIENEGUILLA,RAEE
"Nueva Toledo 127, Cieneguilla 15593, Peru",-12.117154643211004,-76.81374666022317,CIENEGUILLA,Soterrado
"V5J7+2W Cieneguilla, Peru",-12.11999120210552,-76.83523327847122,CIENEGUILLA,Superficial
"V6H4+XH Cieneguilla, Peru",-12.120021757314102,-76.79356443733538,CIENEGUILLA,Aceite usado
"W4WG+57 Cieneguilla, Peru",-12.054519869288514,-76.87432163431143,CIENEGUILLA,Soterrado
"V7H3+M9 Cieneguilla, Peru",-12.120806526709195,-76.74656267619831,CIENEGUILLA,Soterrado
"W5H3+QW Cieneguilla, Peru",-12.070555853624528,-76.84517401734274,CIENEGUILLA,Superficial
"X752+6P Cieneguilla, Peru",-12.041938203801967,-76.74823242314113,CIENEGUILLA,RAEE
"H62J+Q8 Pucusana, Peru",-12.448106786238457,-76.76916303245159,PUCUSANA,Superficial
"G667+CW Pucusana, Peru",-12.488978430280662,-76.78518967475851,PUCUSANA,Superficial
"G65F+PRG, Pucusana 15866, Peru",-12.489382491317867,-76.77508280340363,PUCUSANA,Aceite usado
"G6P7+Q9 Pucusana, Peru",-12.463041323273456,-76.7865208446934,PUCUSANA,Superficial
"G6HR+X5 Pucusana, Peru",-12.470117149334204,-76.75955137330843,PUCUSANA,Soterrado
"G657+JWP, Pucusana 15866, Peru",-12.49136062457323,-76.7858009425775,PUCUSANA,Reciclaje
"G64F+5G Pucusana, Peru",-12.49458929230498,-76.77624908635995,PUCUSANA,Soterrado
"G685+52 Pucusana, Peru",-12.484502399110411,-76.79237802463166,PUCUSANA,Reciclaje
"G6VP+88 Pucusana, Peru",-12.456724943898523,-76.76421426025536,PUCUSANA,RAEE
"G69F+GX Pucusana, Peru",-12.481210481519318,-76.77503102446535,PUCUSANA,Reciclaje
"G668+MV8, Pucusana 15866, Peru",-12.488668048083884,-76.78311834312086,PUCUSANA,Reciclaje
"G66H+W7 Pucusana, Peru",-12.487664619475076,-76.77186741800239,PUCUSANA,Superficial
"G6QR+RW, Pucusana 15865, Peru",-12.460888585311846,-76.7572691002817,PUCUSANA,RAEE
"G6P8+WW Pucusana, Peru",-12.46274832182406,-76.78269743934258,PUCUSANA,RAEE
"Ctra. Panamericana Sur KM 57, Pucusana 15866, Peru",-12.46040503640675,-76.75378240380407,PUCUSANA,Reciclaje
"H62V+5CM, Ctra. Panamericana Sur, Pucusana 15866, Peru",-12.4493254510307,-76.75634573156533,PUCUSANA,RAEE
"G6MC+JQ Pucusana, Peru",-12.465924887276048,-76.77811894796008,PUCUSANA,RAEE
"G65H+4H Pucusana, Peru",-12.49218164422117,-76.77106380913534,PUCUSANA,Soterrado
"Av. Prol. Iquitos 1987, Lince 15046, Peru",-12.083490380716682,-77.02806123598745,LINCE,Soterrado
"Jr. José Gálvez 1867, Lima 15046, Peru",-12.082375090683252,-77.02911575042442,LINCE,RAEE
"Av. General César Canevaro 1085, Lima 15073, Peru",-12.084997421954544,-77.04390094385047,LINCE,Superficial
"Jr. Alberto Alexander 2320, Lince 15073, Peru",-12.08580093320636,-77.04745630571833,LINCE,Aceite usado
"Jr. Coronel León Velarde 595, Lima 15073, Peru",-12.08338016854176,-77.04062194258218,LINCE,Reciclaje
"Av. Jose Pardo de Zela 187, Lince 15046, Peru",-12.083447552143996,-77.03494582789897,LINCE,Soterrado
"Av. Francisco Lazo 2417, Lince 15046, Peru",-12.087755083292622,-77.02947274364941,LINCE,Superficial
"Av. Petit Thouars 1733, Lince 15046, Peru",-12.081588097463795,-77.03338141293247,LINCE,Superficial
"C. Francisco Masías 2807, Lince 15046, Peru",-12.09040119458252,-77.02580680241631,LINCE,Superficial
"Av. Prol. Iquitos 2727, Lince 15046, Peru",-12.090461138419492,-77.02949759150837,LINCE,Superficial
"Av. Militar 2035, Lince 15046, Peru",-12.08478854250278,-77.03095887880377,LINCE,Reciclaje
"Av. Julio César Tello 759, Lince 15073, Peru",-12.086696357225687,-77.04091368218941,LINCE,Superficial
"Av. Gral. Juan Antonio Álvarez de Arenales 1982, Lince 15073, Peru",-12.084532964677056,-77.0357954925173,LINCE,Reciclaje
"Calle Luis Pasteur 1420, Lince 15073, Peru",-12.09154970927206,-77.04558244908061,LINCE,Aceite usado
"Av. Crnel Jose Leal 289, Lince 15073, Peru",-12.08502849033954,-77.03722048974664,LINCE,RAEE
"Jirón Los Jazmines 169, Lince 15046, Peru",-12.089870248656243,-77.0289702402339,LINCE,Soterrado
"Jirón Coronel Manuel Gómez 327, Lince 15073, Peru",-12.081412013934598,-77.03868715905281,LINCE,Superficial
"Av. Ignacio Merino 1560, Lince 15046, Peru",-12.080133583621969,-77.03314712703546,LINCE,Aceite usado
"Av. Ignacio Merino 2636, Lince 15046, Peru",-12.089806175253234,-77.03182485430844,LINCE,Soterrado
"Jr. Mama Ocllo 2430, Lince 15073, Peru",-12.090096532242583,-77.04357485948832,LINCE,Reciclaje
"Jirón Soledad 296, Lince 15046, Peru",-12.090555933068494,-77.03264277604352,LINCE,Reciclaje
"Av. Canadá 8, Lince 15034, Peru",-12.08262913789142,-77.0266530292369,LINCE,Soterrado
"Av. Crnel Jose Leal 905, Lince 15073, Peru",-12.08587962024262,-77.04240748934185,LINCE,Superficial
"Jr. Manuel Segura 690, Lima 15046, Peru",-12.079243788245815,-77.03023743697345,LINCE,Superficial
"Jirón José Pezet y Monel 2187, Lince 15073, Peru",-12.087521973979392,-77.04185594744425,LINCE,Aceite usado
"Av. P.º de la República 2406, Lince 15046, Peru",-12.08687412636836,-77.02521454254472,LINCE,RAEE
"Jirón Los Jazmines 275, Lince 15046, Peru",-12.089926077816674,-77.02768894669558,LINCE,Superficial
"WX65+8C2, Jr. Comandante Manuel Villavicencio, Lince 15073, Peru",-12.088734819111025,-77.04145504564075,LINCE,Superficial
"C. Manco Segundo 2603, Lince 15073, Peru",-12.089146675809085,-77.04564173518934,LINCE,RAEE
"C. Las Begonias 2701, Lince 15046, Peru",-12.089433149159523,-77.02485026831424,LINCE,Soterrado
"Jr. Coronel León Velarde 738, Lima 15073, Peru",-12.08331337283836,-77.04240528279519,LINCE,Aceite usado
"INVERSIONES CESAR INGA EIRL, Av. Petit Thouars 1699, Lince 15046, Peru",-12.081173397013393,-77.0337999633543,LINCE,Reciclaje
